2025-12-04 14:34:58.573 [tick=99580750] [pid=22424] [INFO] [WorkerPool] mode=FF_ONLY threads=1 | Rebuild
2025-12-04 14:34:58.573 [tick=99580750] [pid=22424] [INFO] [Rotation] trackId=0 | Enter track
2025-12-04 14:34:58.574 [tick=99580750] [pid=22424] [INFO] [Rotation] enabled=1 trackCount=0 | Init
2025-12-04 14:34:58.574 [tick=99580750] [pid=22424] [INFO] [UI] ok=1 | Profile_OnEnter RefreshAll
2025-12-04 14:34:58.580 [tick=99580765] [pid=22424] [INFO] [UI] cur=aaa ok=1 | PopulateProfilesDD on enter
2025-12-04 14:34:58.581 [tick=99580765] [pid=22424] [INFO] [UI] hwnd=854070 | Main shown
2025-12-04 14:35:06.939 [tick=99589125] [pid=22424] [INFO] [Core] | App exit
2025-12-04 14:37:19.294 [tick=99721468] [pid=20428] [INFO] [Core] file=D:\project\AI\AHK\game-macro\Logs\app.log keep=5 rotateMB=10 | Logger initialized
2025-12-04 14:37:19.295 [tick=99721468] [pid=20428] [INFO] [Core] admin=Admin arch=x64 os=10.0.26100 | App start
2025-12-04 14:37:19.296 [tick=99721484] [pid=20428] [INFO] [DXGI] fps=40 outIdx=0 | InitAuto begin
2025-12-04 14:37:19.364 [tick=99721546] [pid=20428] [INFO] [UI] h=760 w=804 x=244 y=10 | Profile_Build begin
2025-12-04 14:37:19.439 [tick=99721625] [pid=20428] [INFO] [UI] ok=1 | PopulateProfilesDD after build
2025-12-04 14:37:19.439 [tick=99721625] [pid=20428] [INFO] [UI] | Profile_Build end
2025-12-04 14:37:19.439 [tick=99721625] [pid=20428] [INFO] [UI] | Profile_OnEnter
2025-12-04 14:37:19.440 [tick=99721625] [pid=20428] [INFO] [Storage] count=5 dir=D:\project\AI\AHK\game-macro\Profiles | ListProfilesValid
2025-12-04 14:37:19.453 [tick=99721640] [pid=20428] [INFO] [WorkerPool] mode=FF_ONLY threads=1 | Rebuild
2025-12-04 14:37:19.454 [tick=99721640] [pid=20428] [INFO] [Rotation] trackId=0 | Enter track
2025-12-04 14:37:19.454 [tick=99721640] [pid=20428] [INFO] [Rotation] enabled=1 trackCount=0 | Init
2025-12-04 14:37:19.454 [tick=99721640] [pid=20428] [INFO] [UI] ok=1 | Profile_OnEnter RefreshAll
2025-12-04 14:37:19.461 [tick=99721640] [pid=20428] [INFO] [UI] cur=aaa ok=1 | PopulateProfilesDD on enter
2025-12-04 14:37:19.462 [tick=99721640] [pid=20428] [INFO] [UI] hwnd=525676 | Main shown
2025-12-04 14:37:29.050 [tick=99731234] [pid=20428] [INFO] [UI] | Profile_OnEnter
2025-12-04 14:37:29.050 [tick=99731234] [pid=20428] [INFO] [Storage] count=5 dir=D:\project\AI\AHK\game-macro\Profiles | ListProfilesValid
2025-12-04 14:37:29.068 [tick=99731250] [pid=20428] [INFO] [WorkerPool] mode=FF_ONLY threads=1 | Rebuild
2025-12-04 14:37:29.068 [tick=99731250] [pid=20428] [INFO] [Rotation] trackId=0 | Enter track
2025-12-04 14:37:29.068 [tick=99731250] [pid=20428] [INFO] [Rotation] enabled=1 trackCount=0 | Init
2025-12-04 14:37:29.069 [tick=99731250] [pid=20428] [INFO] [UI] ok=1 | Profile_OnEnter RefreshAll
2025-12-04 14:37:29.075 [tick=99731250] [pid=20428] [INFO] [UI] cur=aaa ok=1 | PopulateProfilesDD on enter
2025-12-04 14:37:30.754 [tick=99732937] [pid=20428] [INFO] [WorkerPool] mode=FF_ONLY threads=1 | Rebuild
2025-12-04 14:37:30.754 [tick=99732937] [pid=20428] [INFO] [UI] name=test124 ok=1 | ProfilesChanged
2025-12-04 14:40:44.863 [tick=99927046] [pid=20428] [INFO] [Core] | App exit
2025-12-04 14:40:48.256 [tick=99930437] [pid=17596] [INFO] [Core] file=D:\project\AI\AHK\game-macro\Logs\app.log keep=5 rotateMB=10 | Logger initialized
2025-12-04 14:40:48.257 [tick=99930437] [pid=17596] [INFO] [Core] admin=Admin arch=x64 os=10.0.26100 | App start
2025-12-04 14:40:48.258 [tick=99930437] [pid=17596] [INFO] [DXGI] fps=40 outIdx=0 | InitAuto begin
2025-12-04 14:40:48.307 [tick=99930484] [pid=17596] [INFO] [UI] h=760 w=804 x=244 y=10 | Profile_Build begin
2025-12-04 14:40:48.381 [tick=99930562] [pid=17596] [INFO] [UI] ok=1 | PopulateProfilesDD after build
2025-12-04 14:40:48.382 [tick=99930562] [pid=17596] [INFO] [UI] | Profile_Build end
2025-12-04 14:40:48.382 [tick=99930562] [pid=17596] [INFO] [UI] | Profile_OnEnter
2025-12-04 14:40:48.383 [tick=99930562] [pid=17596] [INFO] [Storage] count=5 dir=D:\project\AI\AHK\game-macro\Profiles | ListProfilesValid
2025-12-04 14:40:48.392 [tick=99930578] [pid=17596] [INFO] [WorkerPool] mode=FF_ONLY threads=1 | Rebuild
2025-12-04 14:40:48.394 [tick=99930578] [pid=17596] [INFO] [Rotation] trackId=0 | Enter track
2025-12-04 14:40:48.394 [tick=99930578] [pid=17596] [INFO] [Rotation] enabled=1 trackCount=0 | Init
2025-12-04 14:40:48.394 [tick=99930578] [pid=17596] [INFO] [UI] ok=1 | Profile_OnEnter RefreshAll
2025-12-04 14:40:48.398 [tick=99930578] [pid=17596] [INFO] [UI] cur=aaa ok=1 | PopulateProfilesDD on enter
2025-12-04 14:40:48.398 [tick=99930578] [pid=17596] [INFO] [UI] hwnd=4261258 | Main shown
2025-12-04 14:40:51.526 [tick=99933703] [pid=17596] [INFO] [UI] | Profile_OnEnter
2025-12-04 14:40:51.527 [tick=99933703] [pid=17596] [INFO] [Storage] count=5 dir=D:\project\AI\AHK\game-macro\Profiles | ListProfilesValid
2025-12-04 14:40:51.546 [tick=99933734] [pid=17596] [INFO] [WorkerPool] mode=FF_ONLY threads=1 | Rebuild
2025-12-04 14:40:51.547 [tick=99933734] [pid=17596] [INFO] [Rotation] trackId=0 | Enter track
2025-12-04 14:40:51.547 [tick=99933734] [pid=17596] [INFO] [Rotation] enabled=1 trackCount=0 | Init
2025-12-04 14:40:51.547 [tick=99933734] [pid=17596] [INFO] [UI] ok=1 | Profile_OnEnter RefreshAll
2025-12-04 14:40:51.553 [tick=99933734] [pid=17596] [INFO] [UI] cur=aaa ok=1 | PopulateProfilesDD on enter
2025-12-04 14:40:53.281 [tick=99935468] [pid=17596] [INFO] [WorkerPool] mode=FF_ONLY threads=1 | Rebuild
2025-12-04 14:40:53.281 [tick=99935468] [pid=17596] [INFO] [UI] name=test124 ok=1 | ProfilesChanged
2025-12-04 14:42:18.478 [tick=100020656] [pid=17596] [INFO] [Core] | App exit
2025-12-04 14:42:21.622 [tick=100023796] [pid=19780] [INFO] [Core] file=D:\project\AI\AHK\game-macro\Logs\app.log keep=5 rotateMB=10 | Logger initialized
2025-12-04 14:42:21.623 [tick=100023812] [pid=19780] [INFO] [Core] admin=Admin arch=x64 os=10.0.26100 | App start
2025-12-04 14:42:21.624 [tick=100023812] [pid=19780] [INFO] [DXGI] fps=40 outIdx=0 | InitAuto begin
2025-12-04 14:42:21.707 [tick=100023890] [pid=19780] [INFO] [UI] h=760 w=804 x=244 y=10 | Profile_Build begin
2025-12-04 14:42:21.772 [tick=100023953] [pid=19780] [INFO] [UI] ok=1 | PopulateProfilesDD after build
2025-12-04 14:42:21.773 [tick=100023953] [pid=19780] [INFO] [UI] | Profile_Build end
2025-12-04 14:42:21.773 [tick=100023953] [pid=19780] [INFO] [UI] | Profile_OnEnter
2025-12-04 14:42:21.774 [tick=100023953] [pid=19780] [INFO] [Storage] count=5 dir=D:\project\AI\AHK\game-macro\Profiles | ListProfilesValid
2025-12-04 14:42:21.785 [tick=100023968] [pid=19780] [INFO] [WorkerPool] mode=FF_ONLY threads=1 | Rebuild
2025-12-04 14:42:21.785 [tick=100023968] [pid=19780] [INFO] [Rotation] trackId=0 | Enter track
2025-12-04 14:42:21.786 [tick=100023968] [pid=19780] [INFO] [Rotation] enabled=1 trackCount=0 | Init
2025-12-04 14:42:21.786 [tick=100023968] [pid=19780] [INFO] [UI] ok=1 | Profile_OnEnter RefreshAll
2025-12-04 14:42:21.791 [tick=100023968] [pid=19780] [INFO] [UI] cur=aaa ok=1 | PopulateProfilesDD on enter
2025-12-04 14:42:21.791 [tick=100023968] [pid=19780] [INFO] [UI] hwnd=788582 | Main shown
2025-12-04 14:42:25.780 [tick=100027968] [pid=19780] [INFO] [UI] | Profile_OnEnter
2025-12-04 14:42:25.781 [tick=100027968] [pid=19780] [INFO] [Storage] count=5 dir=D:\project\AI\AHK\game-macro\Profiles | ListProfilesValid
2025-12-04 14:42:25.797 [tick=100027984] [pid=19780] [INFO] [WorkerPool] mode=FF_ONLY threads=1 | Rebuild
2025-12-04 14:42:25.798 [tick=100027984] [pid=19780] [INFO] [Rotation] trackId=0 | Enter track
2025-12-04 14:42:25.798 [tick=100027984] [pid=19780] [INFO] [Rotation] enabled=1 trackCount=0 | Init
2025-12-04 14:42:25.799 [tick=100027984] [pid=19780] [INFO] [UI] ok=1 | Profile_OnEnter RefreshAll
2025-12-04 14:42:25.805 [tick=100027984] [pid=19780] [INFO] [UI] cur=aaa ok=1 | PopulateProfilesDD on enter
2025-12-04 14:42:28.563 [tick=100030750] [pid=19780] [INFO] [WorkerPool] mode=FF_ONLY threads=1 | Rebuild
2025-12-04 14:42:28.563 [tick=100030750] [pid=19780] [INFO] [UI] name=test124 ok=1 | ProfilesChanged
2025-12-04 14:44:10.373 [tick=100132562] [pid=19780] [INFO] [Core] | App exit
2025-12-04 14:48:57.852 [tick=100420031] [pid=20840] [INFO] [Core] file=D:\project\AI\AHK\game-macro\Logs\app.log keep=5 rotateMB=10 | Logger initialized
2025-12-04 14:48:57.852 [tick=100420031] [pid=20840] [INFO] [Core] admin=Admin arch=x64 os=10.0.26100 | App start
2025-12-04 14:48:57.853 [tick=100420031] [pid=20840] [INFO] [DXGI] fps=40 outIdx=0 | InitAuto begin
2025-12-04 14:48:57.915 [tick=100420093] [pid=20840] [INFO] [UI] h=760 w=804 x=244 y=10 | Profile_Build begin
2025-12-04 14:48:57.972 [tick=100420156] [pid=20840] [INFO] [UI] ok=1 | PopulateProfilesDD after build
2025-12-04 14:48:57.972 [tick=100420156] [pid=20840] [INFO] [UI] | Profile_Build end
2025-12-04 14:48:57.973 [tick=100420156] [pid=20840] [INFO] [UI] | Profile_OnEnter
2025-12-04 14:48:57.973 [tick=100420156] [pid=20840] [INFO] [Storage] count=5 dir=D:\project\AI\AHK\game-macro\Profiles | ListProfilesValid
2025-12-04 14:48:57.981 [tick=100420156] [pid=20840] [INFO] [WorkerPool] mode=FF_ONLY threads=1 | Rebuild
2025-12-04 14:48:57.982 [tick=100420156] [pid=20840] [INFO] [Rotation] trackId=0 | Enter track
2025-12-04 14:48:57.982 [tick=100420156] [pid=20840] [INFO] [Rotation] enabled=1 trackCount=0 | Init
2025-12-04 14:48:57.982 [tick=100420156] [pid=20840] [INFO] [UI] ok=1 | Profile_OnEnter RefreshAll
2025-12-04 14:48:57.991 [tick=100420171] [pid=20840] [INFO] [UI] cur=aaa ok=1 | PopulateProfilesDD on enter
2025-12-04 14:48:57.991 [tick=100420171] [pid=20840] [INFO] [UI] hwnd=330534 | Main shown
2025-12-04 14:49:01.462 [tick=100423640] [pid=20840] [INFO] [Core] | App exit
2025-12-05 09:21:07.578 [tick=167149765] [pid=17488] [INFO] [Core] file=D:\project\AI\AHK\game-macro\Logs\app.log keep=5 rotateMB=10 | Logger initialized
2025-12-05 09:21:07.594 [tick=167149781] [pid=17488] [INFO] [Core] admin=Admin arch=x64 os=10.0.26100 | App start
2025-12-05 09:21:07.594 [tick=167149781] [pid=17488] [INFO] [DXGI] fps=40 outIdx=0 | InitAuto begin
2025-12-05 09:21:07.706 [tick=167149890] [pid=17488] [INFO] [UI] h=760 w=804 x=244 y=10 | Profile_Build begin
2025-12-05 09:21:07.802 [tick=167149984] [pid=17488] [INFO] [UI] ok=1 | PopulateProfilesDD after build
2025-12-05 09:21:07.802 [tick=167149984] [pid=17488] [INFO] [UI] | Profile_Build end
2025-12-05 09:21:07.802 [tick=167149984] [pid=17488] [INFO] [UI] | Profile_OnEnter
2025-12-05 09:21:07.802 [tick=167149984] [pid=17488] [INFO] [Storage] count=5 dir=D:\project\AI\AHK\game-macro\Profiles | ListProfilesValid
2025-12-05 09:21:07.878 [tick=167150062] [pid=17488] [INFO] [WorkerPool] mode=FF_ONLY threads=1 | Rebuild
2025-12-05 09:21:07.878 [tick=167150062] [pid=17488] [INFO] [Rotation] trackId=0 | Enter track
2025-12-05 09:21:07.878 [tick=167150062] [pid=17488] [INFO] [Rotation] enabled=1 trackCount=0 | Init
2025-12-05 09:21:07.878 [tick=167150062] [pid=17488] [INFO] [UI] ok=1 | Profile_OnEnter RefreshAll
2025-12-05 09:21:07.883 [tick=167150062] [pid=17488] [INFO] [UI] cur=aaa ok=1 | PopulateProfilesDD on enter
2025-12-05 09:21:07.885 [tick=167150062] [pid=17488] [INFO] [UI] hwnd=198622 | Main shown
2025-12-05 09:21:13.664 [tick=167155843] [pid=17488] [INFO] [UI] | Profile_OnEnter
2025-12-05 09:21:13.664 [tick=167155843] [pid=17488] [INFO] [Storage] count=5 dir=D:\project\AI\AHK\game-macro\Profiles | ListProfilesValid
